Persona,Specific Clause Referenced,comment,label
CFOBusiness Strategist,Rule 9(1)(b),We must have a clean track record on dividend and redemption payments before we can issue new shares.,Negative
CFOBusiness Strategist,Rule 9(2),"The resolution must specify all the key terms, which makes it a very detailed financial document.",Neutral
CFOBusiness Strategist,Rule 9(2)(b)  (c),"We can choose whether the preference shares will participate in surplus funds, which is a key decision for our financial strategy.",Positive
CFOBusiness Strategist,Rule 9(3),"The explanatory statement is a key communication tool for investors, and it must contain all the material facts.",Positive
CFOBusiness Strategist,Rule 9(3)(c),"The objectives of the issue must be clearly stated, which is a good strategic exercise for us.",Positive
CFOBusiness Strategist,Rule 9(3)(h)  (i),The terms of redemption and the manner and modes of redemption must be clearly defined for our financial planning.,Positive
CFOBusiness Strategist,Rule 9(5),"If we want to list our preference shares, we must comply with SEBI regulations, which adds a layer of complexity to our financial plan.",Negative
CFOBusiness Strategist,Rule 9(6),The ability to redeem preference shares at the company's option gives us a lot of financial flexibility.,Positive
CFOBusiness Strategist,Rule 9(1),The special resolution is an extra step in the fundraising process.,Negative
CFOBusiness Strategist,Rule 9(2)(d),The decision to issue shares on a cumulative or non-cumulative basis is a key financial choice.,Positive
CFOBusiness Strategist,Rule 9(3)(a),"We have to specify the size and number of preference shares to be issued, which is a critical part of our fundraising strategy.",Neutral
CFOBusiness Strategist,Rule 9(3)(k),"We have to provide the expected dilution in equity share capital, which is a key metric for investors.",Positive
CFOBusiness Strategist,Rule 9(6),The redemption of preference shares at the company's option is a great tool for managing our capital.,Positive
CFOBusiness Strategist,Rule 9(1)(b),The company must have no subsisting default in the redemption of preference shares.,Neutral
CFOBusiness Strategist,Rule 9(2)(e),The decision to make the shares convertible into equity shares is a key part of our long-term strategy.,Positive
CFOBusiness Strategist,Rule 9(3)(e)  (f),The price at which the shares are issued and the basis for the price must be clearly justified in the explanatory statement.,Positive
CFOBusiness Strategist,Rule 9(6),The redemption of shares at the shareholder's option provides a good exit for our investors.,Positive
CFOBusiness Strategist,Rule 9(3)(j),"We have to disclose our current shareholding pattern, which is a lot of information to compile.",Negative
CFOBusiness Strategist,Rule 9(2),The resolution must specify all the key terms of the preference shares.,Neutral
CFOBusiness Strategist,Rule 9(6),"The redemption terms can be varied with the approval of preference shareholders, which is a good safeguard for our financial strategy.",Positive
Regulatory BodyGovernment Official,Rule 9(1)(b),The no-default condition is a crucial safeguard for investor protection.,Positive
Regulatory BodyGovernment Official,Rule 9(2),"The resolution must contain all key particulars, which is good for our review process.",Positive
Regulatory BodyGovernment Official,Rule 9(3),"The explanatory statement must contain all material facts, which ensures transparency to the public.",Positive
Regulatory BodyGovernment Official,Rule 9(4),"The Register of Members must contain all particulars of the preference shareholders, which is a good record-keeping practice.",Positive
Regulatory BodyGovernment Official,Rule 9(5),"The rule defers to SEBI for listed preference shares, which is a good regulatory coordination practice.",Positive
Regulatory BodyGovernment Official,Rule 9(6),"The redemption terms must be on which they were issued, which is a strong legal provision for investor protection.",Positive
Regulatory BodyGovernment Official,Rule 9(1)(a),The special resolution requirement ensures a strong mandate from the company's members.,Positive
Regulatory BodyGovernment Official,Rule 9(2)(f),"The voting rights of preference shares must be set out in the resolution, which is a key part of our review.",Positive
Regulatory BodyGovernment Official,Rule 9(3),"The disclosure requirements for the explanatory statement are very detailed and specific, which is excellent for our oversight.",Positive
Regulatory BodyGovernment Official,Rule 9(3)(k),"The expected dilution in equity share capital must be disclosed, which is a critical piece of information for the market.",Positive
Regulatory BodyGovernment Official,Rule 9(6),"The redemption terms can be at a fixed time or on a specific event, which is a clear and enforceable provision.",Positive
Regulatory BodyGovernment Official,Rule 9(1),"The company must be authorized by its articles to issue preference shares, which is a basic but essential requirement.",Neutral
Regulatory BodyGovernment Official,Rule 9(2),"The resolution must contain all the details, which simplifies our review process.",Positive
Regulatory BodyGovernment Official,Rule 9(3)(e)  (f),The price at which the shares are issued and the basis for the price must be clearly justified in the explanatory statement.,Positive
Regulatory BodyGovernment Official,Rule 9(6),The redemption of preference shares is a critical step that we must ensure is in line with the terms of issue.,Positive
Regulatory BodyGovernment Official,Rule 9(2),The resolution must specify the priority with respect to payment of dividend and repayment of capital.,Positive
Regulatory BodyGovernment Official,Rule 9(3)(a),The size of the issue and the number of shares must be clearly specified.,Positive
Regulatory BodyGovernment Official,Rule 9(3)(j),"The current shareholding pattern must be disclosed, which is a key part of our review.",Positive
Regulatory BodyGovernment Official,Rule 9(6),The redemption of shares at the company's option or the shareholder's option is a flexible provision.,Positive
Regulatory BodyGovernment Official,Explanation (i),"The definition of ""Employee"" is comprehensive and covers a wide range of individuals, which is good for our regulatory oversight.",Positive
Regulatory BodyGovernment Official,Rule 8(2),"The explanatory statement must contain a lot of particulars, which provides transparency to the shareholders and to us.",Positive
Regulatory BodyGovernment Official,Rule 8(3),The twelve-month validity period of the special resolution encourages prompt compliance.,Positive
Regulatory BodyGovernment Official,Rule 8(4),The limits on the issuance of sweat equity shares are a good way to maintain a company's capital structure.,Positive
Regulatory BodyGovernment Official,Proviso to Rule 8(4),The second proviso for startups is a great policy change to encourage innovation.,Positive
Regulatory BodyGovernment Official,Rule 8(5),The three-year lock-in period is a necessary safeguard to prevent quick profits from these shares.,Positive
Regulatory BodyGovernment Official,Rule 8(6)  8(7),The valuation by a registered valuer ensures a fair and unbiased valuation of the shares and intellectual property.,Positive
Regulatory BodyGovernment Official,Rule 8(8),The requirement to send a gist of the valuation report to shareholders is a great transparency measure.,Positive
Regulatory BodyGovernment Official,Rule 8(9),The accounting treatment for non-cash consideration is very specific and aids in our review process.,Positive
Regulatory BodyGovernment Official,Rule 8(10),The rule on when sweat equity shares are treated as managerial remuneration is a key legal and accounting instruction.,Positive
Regulatory BodyGovernment Official,Rule 8(13),The detailed disclosures in the Directors' Report are crucial for our review and for public record.,Positive
Regulatory BodyGovernment Official,Rule 8(14),The Register of Sweat Equity Shares is a vital tool for our oversight of a company's capital structure.,Positive
